;p;r;f;vc;a;vo
158;16.98829360169491;81.68773811388982;1000.0;20.0;0.3;215.7004881351001
159;16.139149668539325;80.07795878837501;1000.0;20.0;0.3;215.7004881351001
160;17.34248132704404;82.25061658495883;1000.0;20.0;0.3;220.2255247629999
161;16.7993369875;95.11251579196932;1000.0;20.0;0.3;220.2255247629999
162;15.557781294198891;90.8591492437081;1000.0;20.0;0.3;220.2255247629999
163;16.267316161016968;86.41897362455856;1000.0;20.0;0.3;220.2255247629999
164;15.788101223756902;84.88263631567752;1000.0;20.0;0.3;220.2255247629999
165;16.902283544943824;83.290855521271;1000.0;20.0;0.3;220.2255247629999
166;16.5375644346591;81.68773811388982;1000.0;20.0;0.3;220.2255247629999
167;15.828790775568194;80.07795878837501;1000.0;20.0;0.3;220.2255247629999
168;17.531547076562507;82.25061658495883;1000.0;20.0;0.3;225.23636256999995
169;15.621810445355193;94.87627009949051;1000.0;20.0;0.3;225.23636256999995
170;15.784574800546443;90.8591492437081;1000.0;20.0;0.3;225.23636256999995
171;16.409648129943506;86.41897362455856;1000.0;20.0;0.3;225.23636256999995
172;16.156056382681577;84.88263631567752;1000.0;20.0;0.3;225.23636256999995
173;16.23463983050847;83.290855521271;1000.0;20.0;0.3;225.23636256999995
174;16.06964447159091;81.68773811388982;1000.0;20.0;0.3;225.23636256999995
175;16.147830536723166;80.07795878837501;1000.0;20.0;0.3;225.23636256999995
176;19.323333232919246;82.00340562914316;1000.0;20.0;0.3;230.24364254999998
177;17.05019342346939;94.87627009949051;1000.0;20.0;0.3;230.24364254999998
178;17.12342759722221;90.6435366446485;1000.0;20.0;0.3;230.24364254999998
179;17.243212367403316;86.14611263431412;1000.0;20.0;0.3;230.24364254999998
180;17.61415599728262;84.61937603468073;1000.0;20.0;0.3;230.24364254999998
181;17.986805832865162;83.03736161316279;1000.0;20.0;0.3;230.24364254999998
182;18.084807276836166;81.44389411952001;1000.0;20.0;0.3;230.24364254999998
183;16.854927401129952;79.8102514459985;1000.0;20.0;0.3;230.24364254999998
184;18.44338457812501;82.00340562914316;1000.0;20.0;0.3;236.41956809
185;16.662261041666667;94.87627009949051;1000.0;20.0;0.3;236.41956809
186;15.676313884510874;90.6435366446485;1000.0;20.0;0.3;236.41956809
187;16.36473207627118;86.14611263431412;1000.0;20.0;0.3;236.41956809
188;17.206269028089885;84.61937603468073;1000.0;20.0;0.3;236.41956809
189;16.771906519774014;83.03736161316279;1000.0;20.0;0.3;236.41956809
190;17.10111727840909;81.44389411952001;1000.0;20.0;0.3;236.41956809
191;16.52891234571429;79.8102514459985;1000.0;20.0;0.3;236.41956809
192;19.023270041925468;82.00340562914316;1000.0;20.0;0.3;243.2623796622
193;17.052177524590174;94.87627009949051;1000.0;20.0;0.3;243.2623796622
194;17.759217395251397;90.6435366446485;1000.0;20.0;0.3;243.2623796622
195;17.86763999435028;86.14611263431412;1000.0;20.0;0.3;243.2623796622
196;17.564903855191258;84.61937603468073;1000.0;20.0;0.3;243.2623796622
197;17.472774825966848;83.03736161316279;1000.0;20.0;0.3;243.2623796622
198;17.792205431818193;81.44389411952001;1000.0;20.0;0.3;243.2623796622
199;17.264339857344634;79.8102514459985;1000.0;20.0;0.3;243.2623796622
200;18.576235793750005;81.72269221663433;1000.0;20.0;0.25;208.820282381
201;17.815222151933707;94.6881168618118;1000.0;20.0;0.25;208.820282381
202;15.364493766304344;90.386148466765;1000.0;20.0;0.25;208.820282381
203;16.22838320923914;85.91359950979506;1000.0;20.0;0.25;208.820282381
204;16.71994166573033;84.35774368828375;1000.0;20.0;0.25;208.820282381
205;17.57133570903954;82.78540602959445;1000.0;20.0;0.25;208.820282381
206;17.62236183806819;81.16699180207158;1000.0;20.0;0.25;208.820282381
207;16.924757409604517;79.51121220244563;1000.0;20.0;0.25;208.820282381
208;16.027652546874997;81.72269221663433;1000.0;20.0;0.25;216.30810247000005
209;15.437476372928193;94.6881168618118;1000.0;20.0;0.25;216.30810247000005
210;15.817189077348065;90.386148466765;1000.0;20.0;0.25;216.30810247000005
211;15.7569834241573;85.91359950979506;1000.0;20.0;0.25;216.30810247000005
212;15.541507722543352;84.35774368828375;1000.0;20.0;0.25;216.30810247000005
213;16.313886827142845;82.78540602959445;1000.0;20.0;0.25;216.30810247000005
214;16.254459959537584;81.16699180207158;1000.0;20.0;0.25;216.30810247000005
215;15.013712299999993;79.51121220244563;1000.0;20.0;0.25;216.30810247000005
216;18.038334248447214;81.44389411952001;1000.0;20.0;0.25;221.96765265400006
217;18.133585332298136;79.8102514459985;1000.0;20.0;0.25;221.96765265400006
218;13.120402850253798;101.58826154801831;1000.0;20.0;0.25;221.96765265400006
219;14.253274992063503;100.30773724279119;1000.0;20.0;0.25;221.96765265400006
220;14.334626632432428;98.95644130066032;1000.0;20.0;0.25;221.96765265400006
221;13.473508330163043;96.26307041848509;1000.0;20.0;0.25;221.96765265400006
222;16.073223254143645;94.45397216136223;1000.0;20.0;0.25;221.96765265400006
223;15.049974858870973;93.02773098405963;1000.0;20.0;0.25;221.96765265400006
224;14.523594121621622;91.599967247134;1000.0;20.0;0.25;221.96765265400006
225;16.076296052197797;90.13021789064389;1000.0;20.0;0.25;221.96765265400006
226;17.084880542134833;88.66570645788042;1000.0;20.0;0.25;221.96765265400006
227;15.87802797471911;87.16838507999745;1000.0;20.0;0.25;221.96765265400006
228;16.2521039660326;85.64391556514548;1000.0;20.0;0.25;221.96765265400006
229;16.161059885989022;84.09772422293017;1000.0;20.0;0.25;221.96765265400006
230;16.862736233516483;82.4993225530343;1000.0;20.0;0.25;221.96765265400006
231;18.116031818181817;80.89196599333944;1000.0;20.0;0.25;221.96765265400006
232;16.81828703531073;79.2472745685786;1000.0;20.0;0.25;221.96765265400006
233;14.53997184375;81.44389411952001;1000.0;20.0;0.2;186.69989141
234;15.042650690251556;79.8102514459985;1000.0;20.0;0.2;186.69989141
235;12.094374002645495;101.58826154801831;1000.0;20.0;0.2;186.69989141
236;12.40770114473684;100.30773724279119;1000.0;20.0;0.2;186.69989141
237;12.676791478260876;98.95644130066032;1000.0;20.0;0.2;186.69989141
238;12.399100029947933;96.26307041848509;1000.0;20.0;0.2;186.69989141
239;13.494439826388886;94.45397216136223;1000.0;20.0;0.2;186.69989141
240;12.595962337988823;93.02773098405963;1000.0;20.0;0.2;186.69989141
241;13.78332373480663;91.599967247134;1000.0;20.0;0.2;186.69989141
242;14.102233582417574;90.13021789064389;1000.0;20.0;0.2;186.69989141
243;13.49117480255682;88.66570645788042;1000.0;20.0;0.2;186.69989141
244;13.687384840782114;87.16838507999745;1000.0;20.0;0.2;186.69989141
245;13.820086467696635;85.64391556514548;1000.0;20.0;0.2;186.69989141
246;14.216597709497204;84.09772422293017;1000.0;20.0;0.2;186.69989141
247;13.697583894662923;82.4993225530343;1000.0;20.0;0.2;186.69989141
248;14.589591624285726;80.89196599333944;1000.0;20.0;0.2;186.69989141
249;13.271892287142855;79.2472745685786;1000.0;20.0;0.2;186.69989141
250;9.155952488486841;81.20150157749762;1000.0;20.0;0.03;24.196056750000004
251;8.224938810855267;79.54432807591604;1000.0;20.0;0.03;24.196056750000004
252;6.183193764534887;101.37257521776773;1000.0;20.0;0.03;24.196056750000004
253;6.4725428875739635;100.09744848546876;1000.0;20.0;0.03;24.196056750000004
254;7.219227760080648;98.75177441068998;1000.0;20.0;0.03;24.196056750000004
255;6.16680495882353;96.06938214802535;1000.0;20.0;0.03;24.196056750000004
256;6.715947114035085;94.22098259016991;1000.0;20.0;0.03;24.196056750000004
257;7.350260377906975;92.80171608856871;1000.0;20.0;0.03;24.196056750000004
258;6.8604737882352955;91.33712659506189;1000.0;20.0;0.03;24.196056750000004
259;7.212748728197671;89.91804694457365;1000.0;20.0;0.03;24.196056750000004
260;7.820505405325443;88.41941282883074;1000.0;20.0;0.03;24.196056750000004
261;7.17395264820359;86.93032849807665;1000.0;20.0;0.03;24.196056750000004
262;7.787820357988159;85.37591940557641;1000.0;20.0;0.03;24.196056750000004
263;7.5728986102941125;83.83930277009412;1000.0;20.0;0.03;24.196056750000004
264;8.488008849397586;82.25061658495883;1000.0;20.0;0.03;24.196056750000004
265;8.746976613636361;80.61879768268233;1000.0;20.0;0.03;24.196056750000004
266;8.635352399999995;78.95243146352807;1000.0;20.0;0.03;24.196056750000004
267;4.137305731543623;81.20150157749762;1000.0;20.0;0.03;24.1044735515
268;4.306055146551723;79.54432807591604;1000.0;20.0;0.03;24.1044735515
269;3.342243147865851;101.37257521776773;1000.0;20.0;0.03;24.1044735515
270;3.455988001533745;100.09744848546876;1000.0;20.0;0.03;24.1044735515
271;3.469937702380954;98.75177441068998;1000.0;20.0;0.03;24.1044735515
272;3.1445378256172836;96.06938214802535;1000.0;20.0;0.03;24.1044735515
273;3.6371271731927686;94.22098259016991;1000.0;20.0;0.03;24.1044735515
274;3.162795861764709;92.80171608856871;1000.0;20.0;0.03;24.1044735515
275;3.1441472575757574;91.33712659506189;1000.0;20.0;0.03;24.1044735515
276;3.174015396449704;89.91804694457365;1000.0;20.0;0.03;24.1044735515
277;3.3289027000000004;88.41941282883074;1000.0;20.0;0.03;24.1044735515
278;3.1219321450617294;86.93032849807665;1000.0;20.0;0.03;24.1044735515
279;3.4314621656441764;85.37591940557641;1000.0;20.0;0.03;24.1044735515
280;3.4864236804733735;83.83930277009412;1000.0;20.0;0.03;24.1044735515
281;3.4815103553459124;82.25061658495883;1000.0;20.0;0.03;24.1044735515
282;3.987878619565219;80.61879768268233;1000.0;20.0;0.03;24.1044735515
283;3.893007127329192;78.95243146352807;1000.0;20.0;0.03;24.1044735515
284;22.93361206746031;101.14806205166195;1200.0;22.0;;93.55256884100001
285;22.112407339843752;99.80262464669921;1200.0;22.0;;93.55256884100001
286;22.99723100793652;92.91664081437499;1200.0;22.0;;93.55256884100001
287;27.48263267875648;81.90429819933796;1200.0;22.0;;93.55256884100001
288;24.972648302083353;78.47759614542467;1200.0;22.0;;93.55256884100001
289;30.368326307894748;101.14806205166195;1200.0;22.0;0.5;772.9815933100001
290;30.16099655759162;99.80262464669921;1200.0;22.0;0.5;772.9815933100001
291;30.368825190476176;92.91664081437499;1200.0;22.0;0.5;772.9815933100001
292;30.297486652061863;81.90429819933796;1200.0;22.0;0.5;772.9815933100001
293;30.26445994414894;78.47759614542467;1200.0;22.0;0.5;772.9815933100001
294;33.62699336855669;101.14806205166195;1200.0;22.0;0.5;927.756544
295;34.18320691361255;99.80262464669921;1200.0;22.0;0.5;927.756544
296;33.5920469;92.91664081437499;1200.0;22.0;0.5;927.756544
297;32.82417443717278;81.90429819933796;1200.0;22.0;0.5;927.756544
298;33.08647107620319;78.47759614542467;1200.0;22.0;0.5;927.756544
299;34.41965857887701;100.85670901646753;1200.0;22.0;0.5;931.0725620000002
300;34.263765113031944;99.47183943243459;1200.0;22.0;0.5;931.0725620000002
301;31.363520868090447;92.54824884638849;1200.0;22.0;0.5;931.0725620000002
302;31.956442843908622;81.49128195550887;1200.0;22.0;0.5;931.0725620000002
303;32.897015761904775;78.04031384892342;1200.0;22.0;0.5;931.0725620000002
304;34.21409146143616;100.85670901646753;1200.0;22.0;0.5;931.0911739999998
305;33.73238269895287;99.47183943243459;1200.0;22.0;0.5;931.0911739999998
306;32.456752058290135;92.54824884638849;1200.0;22.0;0.5;931.0911739999998
307;31.105757820153077;81.49128195550887;1200.0;22.0;0.5;931.0911739999998
308;31.95457461904761;78.04031384892342;1200.0;22.0;0.5;931.0911739999998
309;35.76501639361702;100.85670901646753;1200.0;22.0;0.5;931.0966459000001
310;36.03628938306454;99.47183943243459;1200.0;22.0;0.5;931.0966459000001
311;33.6599501378866;92.54824884638849;1200.0;22.0;0.5;931.0966459000001
312;33.425762521164025;81.49128195550887;1200.0;22.0;0.5;931.0966459000001
313;33.19776007671958;78.04031384892342;1200.0;22.0;0.5;931.0966459000001
314;23.210836759615372;100.5189114264602;1200.0;22.0;0.2;372.4355701
315;23.071411333333355;99.14323967970829;1200.0;22.0;0.2;372.4355701
316;22.97495743370167;92.18276651219915;1200.0;22.0;0.2;372.4355701
317;21.59522008684211;81.08241022049474;1200.0;22.0;0.2;372.4355701
318;22.424588841891904;77.63655760580261;1200.0;22.0;0.2;372.4355701
319;7.942566833333334;100.5189114264602;1200.0;22.0;0.03;46.554260000000006
320;8.213839770604396;99.14323967970829;1200.0;22.0;0.03;46.554260000000006
321;7.954034172651934;92.18276651219915;1200.0;22.0;0.03;46.554260000000006
322;7.831066008152172;81.08241022049474;1200.0;22.0;0.03;46.554260000000006
323;8.104360572222227;77.63655760580261;1200.0;22.0;0.03;46.554260000000006
324;4.157547800561799;100.30773724279119;1200.0;20.0;0.02;27.932517517000004
325;4.696818317771083;98.90519508559005;1200.0;20.0;0.02;27.932517517000004
326;4.302003377094974;91.95278368332905;1200.0;20.0;0.02;27.932517517000004
327;4.520512898351648;80.82350051217706;1200.0;20.0;0.02;27.932517517000004
328;4.625495508287294;77.3535567882845;1200.0;20.0;0.02;27.932517517000004
329;3.0684310401234556;100.30773724279119;1200.0;20.0;0.01;18.621668999999997
330;3.608518961038961;98.90519508559005;1200.0;20.0;0.01;18.621668999999997
331;3.669459711538462;91.95278368332905;1200.0;20.0;0.01;18.621668999999997
332;4.015957909090909;80.82350051217706;1200.0;20.0;0.01;18.621668999999997
333;4.053673833333333;77.3535567882845;1200.0;20.0;0.01;18.621668999999997
334;0.42528922752809;107.96265218217887;1000.0;20.0;;2.6743969000000005
335;0.4211770909090907;104.07952681758825;1000.0;20.0;;2.6743969000000005
336;0.4769160055248621;100.0450139917624;1000.0;20.0;;2.6743969000000005
337;0.4557230595854926;91.64392116615855;1000.0;20.0;;2.6743969000000005
338;0.4679236057692315;88.62456227854962;1000.0;20.0;;2.6743969000000005
339;0.4658777026066354;87.04919403385342;1000.0;20.0;;2.6743969000000005
340;0.4442149045893726;85.45231843860152;1000.0;20.0;;2.6743969000000005
341;0.5207613210784314;82.17983292180482;1000.0;20.0;;2.6743969000000005
342;0.48723336191860495;107.96265218217887;1000.0;20.0;0.05;5.936276500000001
343;0.43265046856287326;104.07952681758825;1000.0;20.0;0.05;5.936276500000001
344;0.4545282263313619;100.0450139917624;1000.0;20.0;0.05;5.936276500000001
345;0.44436236956521746;91.64392116615855;1000.0;20.0;0.05;5.936276500000001
346;0.4676972319444456;88.62456227854962;1000.0;20.0;0.05;5.936276500000001
347;0.4864624615384623;87.04919403385342;1000.0;20.0;0.05;5.936276500000001
348;0.4290553925339367;85.45231843860152;1000.0;20.0;0.05;5.936276500000001
349;0.5452087742346938;82.17983292180482;1000.0;20.0;0.05;5.936276500000001
350;8.0333764313644;101.15780281264534;1000.0;25.0;;898.0202869000001
351;7.907402397306392;98.40577684989407;1000.0;25.0;;898.0202869000001
352;8.479851331944436;97.00626356677896;1000.0;25.0;;898.0202869000001
353;8.366555816543446;95.6076950892443;1000.0;25.0;;898.0202869000001
354;7.788194629111849;92.6756268004049;1000.0;25.0;;898.0202869000001
355;7.965435314924118;91.18885203890109;1000.0;25.0;;898.0202869000001
356;8.883097044191917;89.64792138109013;1000.0;25.0;;898.0202869000001
357;7.773841997457629;84.9279312123241;1000.0;25.0;;898.0202869000001
358;8.109481850676811;83.29812094830531;1000.0;25.0;;898.0202869000001
359;7.6725243423271605;81.6458326394812;1000.0;25.0;;898.0202869000001
360;7.665627570826309;79.95057422566745;1000.0;25.0;;898.0202869000001
361;7.79079431786941;78.22162995997476;1000.0;25.0;;898.0202869000001
362;8.243542320338966;76.44329639380179;1000.0;25.0;;898.0202869000001
