;p;r;f;vc;a;vo
363;8.281694201543742;74.60387957432594;1000.0;25.0;;898.0202869000001
364;7.491682506108199;72.762089191662;1000.0;25.0;;898.0202869000001
365;7.060216877250413;109.01023499444887;1000.0;25.0;;898.0202869000001
366;7.581974639119604;107.73123404234794;1000.0;25.0;;898.0202869000001
367;7.658347632890364;106.4818976975214;1000.0;25.0;;898.0202869000001
368;5.16315919138544;101.15780281264534;1000.0;25.0;1.5;359.1645115013999
369;4.874747828397209;98.40577684989407;1000.0;25.0;1.5;359.1645115013999
370;5.344251880077373;97.00626356677896;1000.0;25.0;1.5;359.1645115013999
371;5.328513473161032;95.6076950892443;1000.0;25.0;1.5;359.1645115013999
372;4.803395996951219;92.6756268004049;1000.0;25.0;1.5;359.1645115013999
373;4.683262902003485;91.18885203890109;1000.0;25.0;1.5;359.1645115013999
374;5.356265400261325;89.64792138109013;1000.0;25.0;1.5;359.1645115013999
375;4.897755843075538;84.9279312123241;1000.0;25.0;1.5;359.1645115013999
376;5.059936605026923;83.29812094830531;1000.0;25.0;1.5;359.1645115013999
377;4.663939138543519;81.6458326394812;1000.0;25.0;1.5;359.1645115013999
378;4.848060286790776;79.95057422566745;1000.0;25.0;1.5;359.1645115013999
379;4.551107754884544;78.22162995997476;1000.0;25.0;1.5;359.1645115013999
380;5.074624562056737;76.44329639380179;1000.0;25.0;1.5;359.1645115013999
381;5.071043453539824;74.60387957432594;1000.0;25.0;1.5;359.1645115013999
382;4.647749532432431;72.762089191662;1000.0;25.0;1.5;359.1645115013999
383;4.4100368954545415;109.01023499444887;1000.0;25.0;1.5;359.1645115013999
384;4.848581210053855;107.73123404234794;1000.0;25.0;1.5;359.1645115013999
385;4.902401731448767;106.4818976975214;1000.0;25.0;1.5;359.1645115013999
386;5.877312944102117;101.15780281264534;1000.0;25.0;1.5;391.79927750299987
387;5.540414498254801;98.40577684989407;1000.0;25.0;1.5;391.79927750299987
388;6.112203094293995;97.00626356677896;1000.0;25.0;1.5;391.79927750299987
389;5.9943382465618855;95.6076950892443;1000.0;25.0;1.5;391.79927750299987
390;5.711070701923079;92.6756268004049;1000.0;25.0;1.5;391.79927750299987
391;5.562398229965155;91.18885203890109;1000.0;25.0;1.5;391.79927750299987
392;6.129816635652175;89.64792138109013;1000.0;25.0;1.5;391.79927750299987
393;5.67890078097345;84.9279312123241;1000.0;25.0;1.5;391.79927750299987
394;5.871459405141845;83.29812094830531;1000.0;25.0;1.5;391.79927750299987
395;5.6499947698198225;81.6458326394812;1000.0;25.0;1.5;391.79927750299987
396;5.5822094596631215;79.95057422566745;1000.0;25.0;1.5;391.79927750299987
397;5.4805578601769875;78.22162995997476;1000.0;25.0;1.5;391.79927750299987
398;5.900201741592921;76.44329639380179;1000.0;25.0;1.5;391.79927750299987
399;5.901329297429073;74.60387957432594;1000.0;25.0;1.5;391.79927750299987
400;5.521733361711704;72.762089191662;1000.0;25.0;1.5;391.79927750299987
401;5.229255478647689;109.01023499444887;1000.0;25.0;1.5;391.79927750299987
402;5.59497106527531;107.73123404234794;1000.0;25.0;1.5;391.79927750299987
403;5.67339252831858;106.4818976975214;1000.0;25.0;1.5;391.79927750299987
404;6.404138017343484;100.90127414955326;1000.0;25.0;1.5;405.08636204999976
405;6.231561584782614;98.16299943990256;1000.0;25.0;1.5;405.08636204999976
406;6.952594109073351;96.73112424547935;1000.0;25.0;1.5;405.08636204999976
407;6.835562825381677;95.30236113287147;1000.0;25.0;1.5;405.08636204999976
408;6.328123357020547;92.3887053552024;1000.0;25.0;1.5;405.08636204999976
409;6.3366408822774;90.87644257245641;1000.0;25.0;1.5;405.08636204999976
410;6.764010072827937;89.34596356206698;1000.0;25.0;1.5;405.08636204999976
411;6.2480926232935206;84.6268750931737;1000.0;25.0;1.5;405.08636204999976
412;6.5103244874131905;82.97963664853772;1000.0;25.0;1.5;405.08636204999976
413;6.457488267888308;81.3121303262408;1000.0;25.0;1.5;405.08636204999976
414;6.236471026086961;79.60400621468591;1000.0;25.0;1.5;405.08636204999976
415;6.273654996951215;77.86445356746347;1000.0;25.0;1.5;405.08636204999976
416;6.597842844405597;76.07788866725399;1000.0;25.0;1.5;405.08636204999976
417;6.714913440721652;74.25580548610981;1000.0;25.0;1.5;405.08636204999976
418;6.202474956369974;72.3650847644265;1000.0;25.0;1.5;405.08636204999976
419;5.731675416230368;108.76192010835672;1000.0;25.0;1.5;405.08636204999976
420;6.065314372814678;107.4887053749856;1000.0;25.0;1.5;405.08636204999976
421;6.343303444540729;106.19769334423621;1000.0;25.0;1.5;405.08636204999976
422;6.332850187605398;100.90127414955326;1000.0;25.0;1.5;411.5391012900002
423;6.216912554782608;98.16299943990256;1000.0;25.0;1.5;411.5391012900002
424;6.709173595261123;96.73112424547935;1000.0;25.0;1.5;411.5391012900002
425;6.766812254752848;95.30236113287147;1000.0;25.0;1.5;411.5391012900002
426;6.168993043496624;92.3887053552024;1000.0;25.0;1.5;411.5391012900002
427;6.201243158319182;90.87644257245641;1000.0;25.0;1.5;411.5391012900002
428;6.46621323690878;89.34596356206698;1000.0;25.0;1.5;411.5391012900002
429;6.140608035162949;84.6268750931737;1000.0;25.0;1.5;411.5391012900002
430;6.278646162220313;82.97963664853772;1000.0;25.0;1.5;411.5391012900002
431;6.199381669104989;81.3121303262408;1000.0;25.0;1.5;411.5391012900002
432;5.962521731989714;79.60400621468591;1000.0;25.0;1.5;411.5391012900002
433;6.155386915936946;77.86445356746347;1000.0;25.0;1.5;411.5391012900002
434;6.3692625763525355;76.07788866725399;1000.0;25.0;1.5;411.5391012900002
435;6.486730044502614;74.25580548610981;1000.0;25.0;1.5;411.5391012900002
436;6.021615432180855;72.3650847644265;1000.0;25.0;1.5;411.5391012900002
437;5.814499102889668;108.76192010835672;1000.0;25.0;1.5;411.5391012900002
438;6.071115888644365;107.4887053749856;1000.0;25.0;1.5;411.5391012900002
439;6.352698836387434;106.19769334423621;1000.0;25.0;1.5;411.5391012900002
440;5.569733678510278;100.90127414955326;1000.0;25.0;1.0;290.341715
441;5.419105112608695;98.16299943990256;1000.0;25.0;1.0;290.341715
442;5.845239201160544;96.73112424547935;1000.0;25.0;1.0;290.341715
443;5.985806052579371;95.30236113287147;1000.0;25.0;1.0;290.341715
444;5.484081641986061;92.3887053552024;1000.0;25.0;1.0;290.341715
445;5.403478409948546;90.87644257245641;1000.0;25.0;1.0;290.341715
446;5.653423856592466;89.34596356206698;1000.0;25.0;1.0;290.341715
447;5.404813104275747;84.6268750931737;1000.0;25.0;1.0;290.341715
448;5.602065400087258;82.97963664853772;1000.0;25.0;1.0;290.341715
449;5.492215682055748;81.3121303262408;1000.0;25.0;1.0;290.341715
450;5.400858249999997;79.60400621468591;1000.0;25.0;1.0;290.341715
451;5.488777298561148;77.86445356746347;1000.0;25.0;1.0;290.341715
452;5.561548425958192;76.07788866725399;1000.0;25.0;1.0;290.341715
453;5.705448270390076;74.25580548610981;1000.0;25.0;1.0;290.341715
454;5.3508123056049826;72.3650847644265;1000.0;25.0;1.0;290.341715
455;5.244035757589278;108.76192010835672;1000.0;25.0;1.0;290.341715
456;5.3673754287634425;107.4887053749856;1000.0;25.0;1.0;290.341715
457;5.5891400236607165;106.19769334423621;1000.0;25.0;1.0;290.341715
458;5.016920034513272;100.64604327059149;1000.0;25.0;0.5;173.38870346900003
459;4.795707312943258;97.88126881420378;1000.0;25.0;0.5;173.38870346900003
460;5.2267987939121765;96.45754126781536;1000.0;25.0;0.5;173.38870346900003
461;5.061647143000003;94.99897120487188;1000.0;25.0;0.5;173.38870346900003
462;4.79687238741135;92.06803495481797;1000.0;25.0;0.5;173.38870346900003
463;4.951615339189186;90.56616640282361;1000.0;25.0;0.5;173.38870346900003
464;5.1372031880453735;89.04603306148564;1000.0;25.0;0.5;173.38870346900003
465;4.864552810143631;84.29816901053778;1000.0;25.0;0.5;173.38870346900003
466;4.830676161061947;82.63496526058948;1000.0;25.0;0.5;173.38870346900003
467;4.948355820035458;80.98114472111364;1000.0;25.0;0.5;173.38870346900003
468;4.925376000910746;79.2604298266411;1000.0;25.0;0.5;173.38870346900003
469;4.840044119369373;77.51052423306591;1000.0;25.0;0.5;173.38870346900003
470;5.1401984360360355;75.71595770309008;1000.0;25.0;0.5;173.38870346900003
471;5.183089309459463;73.86522730131281;1000.0;25.0;0.5;173.38870346900003
472;4.867895186486489;71.99409367848101;1000.0;25.0;0.5;173.38870346900003
473;4.601141814102566;108.51473392629228;1000.0;25.0;0.5;173.38870346900003
474;4.707689515938072;107.24726623443082;1000.0;25.0;0.5;173.38870346900003
475;4.876777466216213;105.96201271098225;1000.0;25.0;0.5;173.38870346900003
476;4.766030452702702;100.64604327059149;1000.0;25.0;0.4;155.11109399999998
477;4.61287865613553;97.88126881420378;1000.0;25.0;0.4;155.11109399999998
478;4.92103282637475;96.45754126781536;1000.0;25.0;0.4;155.11109399999998
479;4.851603714358457;94.99897120487188;1000.0;25.0;0.4;155.11109399999998
480;4.697583922935783;92.06803495481797;1000.0;25.0;0.4;155.11109399999998
481;4.631034140990991;90.56616640282361;1000.0;25.0;0.4;155.11109399999998
482;4.768180541150439;89.04603306148564;1000.0;25.0;0.4;155.11109399999998
483;4.5053300189189205;84.29816901053778;1000.0;25.0;0.4;155.11109399999998
484;4.545829661261259;82.63496526058948;1000.0;25.0;0.4;155.11109399999998
485;4.659214846846851;80.98114472111364;1000.0;25.0;0.4;155.11109399999998
486;4.757471758256884;79.2604298266411;1000.0;25.0;0.4;155.11109399999998
487;4.572849350458716;77.51052423306591;1000.0;25.0;0.4;155.11109399999998
488;4.734815190476191;75.71595770309008;1000.0;25.0;0.4;155.11109399999998
489;4.782436411630036;73.86522730131281;1000.0;25.0;0.4;155.11109399999998
490;4.835364264220183;71.99409367848101;1000.0;25.0;0.4;155.11109399999998
491;4.587769777518659;108.51473392629228;1000.0;25.0;0.4;155.11109399999998
492;4.564786005963304;107.24726623443082;1000.0;25.0;0.4;155.11109399999998
493;4.763857535779814;105.96201271098225;1000.0;25.0;0.4;155.11109399999998
494;3.9633801979166656;90.8591492437081;1000.0;20.0;;100.87601151121001
495;3.5804147795138883;84.46967346761362;1000.0;20.0;;100.87601151121001
496;2.4001303206106877;90.8591492437081;1000.0;20.0;1.0;43.87430295900001
497;2.2930195883458637;84.46967346761362;1000.0;20.0;1.0;43.87430295900001
498;2.600441634892087;90.8591492437081;1000.0;20.0;1.0;52.04516283699999
499;2.6221242113970593;84.46967346761362;1000.0;20.0;1.0;52.04516283699999
500;1.9250996394927529;90.51465957832912;1000.0;20.0;0.5;29.22190262200001
501;1.8966228101503755;84.09772422293017;1000.0;20.0;0.5;29.22190262200001
502;1.735081637218043;90.51465957832912;1000.0;20.0;0.45;28.13484668
503;1.7238270961538464;84.09772422293017;1000.0;20.0;0.45;28.13484668
504;0.9728338423913033;90.13021789064389;1000.0;20.0;0.03;1.6347041494999999
505;1.0065292690839693;83.69234518416933;1000.0;20.0;0.03;1.6347041494999999
506;0.7016305194174761;90.13021789064389;1000.0;20.0;0.03;1.61212108
507;0.8547672845528457;83.69234518416933;1000.0;20.0;0.03;1.61212108
508;10.68730512272727;84.69442647905738;1000.0;20.0;0.75;466.96453299999985
509;11.940412583832334;85.83637380237052;1000.0;20.0;0.75;466.96453299999985
510;11.976860783132526;79.31309456406744;1000.0;20.0;0.75;466.96453299999985
511;11.859106126506022;75.84826517485084;1000.0;20.0;0.75;466.96453299999985
512;10.447292080838315;103.62774373861879;1000.0;20.0;0.75;466.96453299999985
513;11.315456305882355;100.94393853608584;1000.0;20.0;0.75;466.96453299999985
514;10.978710481818181;92.62169336094782;1000.0;20.0;0.75;466.96453299999985
515;11.717454201807232;89.66475667149034;1000.0;20.0;0.75;466.96453299999985
516;6.407722207006369;84.43233055272962;1000.0;20.0;0.25;180.68984430000003
517;7.4241074257812505;85.60552743625028;1000.0;20.0;0.25;180.68984430000003
518;6.414200243670888;79.05046842312683;1000.0;20.0;0.25;180.68984430000003
519;6.911949783870966;75.57812889207536;1000.0;20.0;0.25;180.68984430000003
520;6.951696986206898;103.40331982148047;1000.0;20.0;0.25;180.68984430000003
521;7.261145229629631;100.73097664044009;1000.0;20.0;0.25;180.68984430000003
522;6.784097924657535;92.39764475581732;1000.0;20.0;0.25;180.68984430000003
523;6.011228894578313;89.4128893774693;1000.0;20.0;0.25;180.68984430000003
524;3.980958450000001;84.43233055272962;1000.0;20.0;0.15;93.22593520000001
525;3.9856687125984247;77.79467686772888;1000.0;20.0;0.15;93.22593520000001
526;4.181573100877192;74.2558054861098;1000.0;20.0;0.15;93.22593520000001
527;3.807791154867256;105.3424885329699;1000.0;20.0;0.15;93.22593520000001
528;4.020754240157481;100.09744848546876;1000.0;20.0;0.15;93.22593520000001
529;3.906009100393702;97.34247283907972;1000.0;20.0;0.15;93.22593520000001
530;4.0329623119999995;95.49296585513721;1000.0;20.0;0.15;93.22593520000001
531;4.018151174603175;89.66475667149034;1000.0;20.0;0.15;93.22593520000001
532;4.044795478174604;85.60552743625028;1000.0;20.0;0.15;93.22593520000001
533;3.937252976190479;82.39255034955755;1000.0;20.0;0.15;93.22593520000001
534;4.177038551587301;75.57812889207536;1000.0;20.0;0.15;93.22593520000001
535;3.828286449218749;105.98553369049635;1000.0;20.0;0.15;93.22593520000001
536;3.6426512898550736;103.40331982148047;1000.0;20.0;0.15;93.22593520000001
537;3.942489787109374;98.04205939952486;1000.0;20.0;0.15;93.22593520000001
538;4.188967311023623;95.25482878317925;1000.0;20.0;0.15;93.22593520000001
539;1.8840027669491528;84.17185178945545;1000.0;20.0;0.08;54.15817396
540;1.833675634453782;77.51052423306591;1000.0;20.0;0.08;54.15817396
541;1.8641956799065411;73.96821522473834;1000.0;20.0;0.08;54.15817396
542;1.789937775943396;105.11058432045922;1000.0;20.0;0.08;54.15817396
543;1.8705100491803288;99.88803959742386;1000.0;20.0;0.08;54.15817396
544;1.6387711129032263;97.14442101234711;1000.0;20.0;0.08;54.15817396
545;1.760894207317074;95.25482878317925;1000.0;20.0;0.08;54.15817396
546;2.0018073877118647;89.4128893774693;1000.0;20.0;0.08;54.15817396
547;1.9235719004237284;85.33777109485005;1000.0;20.0;0.08;54.15817396
548;1.7585336344537814;82.10917098464076;1000.0;20.0;0.08;54.15817396
549;2.209748093220339;75.28022534894538;1000.0;20.0;0.08;54.15817396
550;1.7357714100000008;105.75079275208992;1000.0;20.0;0.08;54.15817396
551;1.7899368075396833;103.17986586184462;1000.0;20.0;0.08;54.15817396
552;1.772220224609375;97.8411535400996;1000.0;20.0;0.08;54.15817396
553;1.7905909915966396;95.01787647277334;1000.0;20.0;0.08;54.15817396
554;15.204548891156456;105.57541830308148;1000.0;20.0;;848.0651039999999
555;16.036272927631586;97.59117614219439;1000.0;20.0;;848.0651039999999
556;15.61470096250001;82.64211670717197;1000.0;20.0;;848.0651039999999
557;15.151061600282482;106.16227443595021;1000.0;20.0;;848.0651039999999
558;14.81000214525139;100.94393853608584;1000.0;20.0;;848.0651039999999
559;6.62403878125;100.30773724279119;1000.0;20.0;;108.88811109000001
560;6.806740463414636;82.64211670717197;1000.0;20.0;;108.88811109000001
561;13.608043263157894;100.30773724279119;1000.0;20.0;0.75;142.65688099999997
562;12.720881737500001;82.64211670717197;1000.0;20.0;0.75;142.65688099999997
563;3.8186312375;79.05046842312683;1000.0;20.0;0.25;22.484783630000003
564;3.5088484230769232;103.40331982148047;1000.0;20.0;0.25;22.484783630000003
565;3.520975987179486;98.04205939952486;1000.0;20.0;0.25;22.484783630000003
566;3.403188109756098;92.39764475581732;1000.0;20.0;0.25;22.484783630000003
567;5.393453507575757;79.05046842312683;1000.0;20.0;0.15;28.593748
568;4.3958395;103.40331982148047;1000.0;20.0;0.15;28.593748
569;5.428004375;98.04205939952486;1000.0;20.0;0.15;28.593748
570;4.750846289473683;92.39764475581732;1000.0;20.0;0.15;28.593748
571;1.6960948861607132;105.57541830308148;1000.0;20.0;;18.670561000000003
572;0.8094458692307694;105.57541830308148;1000.0;20.0;0.05;8.926251899999999
600;8.959435083606554;105.3424885329699;1000.0;20.0;;885.8478366699998
601;9.264364830882347;104.07952681758825;1000.0;20.0;;885.8478366699998
602;8.829306196721317;98.8540019204319;1000.0;20.0;;885.8478366699998
603;9.723466541396094;98.19328108497399;1000.0;20.0;;885.8478366699998
604;9.49790344032259;97.54133386633013;1000.0;20.0;;885.8478366699998
605;8.914583172638434;94.08173975875586;1000.0;20.0;;885.8478366699998
606;7.864592545230271;105.3424885329699;1000.0;20.0;1.5;454.56393948299996
607;7.7530644702970335;104.07952681758825;1000.0;20.0;1.5;454.56393948299996
608;7.761391225328951;98.8540019204319;1000.0;20.0;1.5;454.56393948299996
609;7.9299269249174955;98.19328108497399;1000.0;20.0;1.5;454.56393948299996
610;8.1242185698052;97.54133386633013;1000.0;20.0;1.5;454.56393948299996
611;7.8928969572368475;94.08173975875586;1000.0;20.0;1.5;454.56393948299996
612;9.119073663079467;105.3424885329699;1000.0;20.0;1.5;521.0929115240001
613;9.12856247029703;104.07952681758825;1000.0;20.0;1.5;521.0929115240001
614;8.96770958745875;98.8540019204319;1000.0;20.0;1.5;521.0929115240001
615;9.271817480960255;98.19328108497399;1000.0;20.0;1.5;521.0929115240001
616;9.510719345901636;97.54133386633013;1000.0;20.0;1.5;521.0929115240001
617;9.144520876237625;94.08173975875586;1000.0;20.0;1.5;521.0929115240001
618;4.848323719409286;105.11058432045922;1000.0;20.0;0.4;138.835147861
619;4.907866724025978;103.85314394250919;1000.0;20.0;0.4;138.835147861
620;4.78875453152174;98.64975811481116;1000.0;20.0;0.4;138.835147861
621;5.0321334137930975;97.99175562353741;1000.0;20.0;0.4;138.835147861
622;5.231960277896998;97.29288421307916;1000.0;20.0;0.4;138.835147861
623;5.028851096739129;93.85058069300953;1000.0;20.0;0.4;138.835147861
624;7.517361061569307;102.76901189747869;1000.0;25.0;;587.9558613228002
625;7.6949770188141455;101.71811446009502;1000.0;25.0;;587.9558613228002
626;7.7435587064719344;100.64604327059149;1000.0;25.0;;587.9558613228002
627;7.808259535550452;99.51330330881326;1000.0;25.0;;587.9558613228002
628;7.8442546524914025;98.40577684989407;1000.0;25.0;;587.9558613228002
629;7.694722324771697;97.28297255005828;1000.0;25.0;;587.9558613228002
630;8.08090553986333;96.14676384931253;1000.0;25.0;;587.9558613228002
631;7.25846536298627;94.99897120487188;1000.0;25.0;;587.9558613228002
632;7.632751161206898;91.46835809879042;1000.0;25.0;;587.9558613228002
633;7.449806975233099;90.25800175343781;1000.0;25.0;;587.9558613228002
634;7.923388181395344;89.04603306148564;1000.0;25.0;;587.9558613228002
635;8.040901530523257;86.5599763008858;1000.0;25.0;;587.9558613228002
636;7.3596726039488995;83.97200655569574;1000.0;25.0;;587.9558613228002
637;7.26577109189032;82.66357847570742;1000.0;25.0;;587.9558613228002
638;7.530602692102139;81.3121303262408;1000.0;25.0;;587.9558613228002
639;7.645830422202795;79.95057422566745;1000.0;25.0;;587.9558613228002
640;7.763410029394642;78.55624042048142;1000.0;25.0;;587.9558613228002
641;7.369932637266339;77.15979787907014;1000.0;25.0;;587.9558613228002
642;5.764780106714639;102.76901189747869;1000.0;25.0;1.25;338.63720467600007
643;5.635809546912122;101.71811446009502;1000.0;25.0;1.25;338.63720467600007
644;5.844388559854898;100.64604327059149;1000.0;25.0;1.25;338.63720467600007
645;5.883651549160665;99.51330330881326;1000.0;25.0;1.25;338.63720467600007
646;5.907077276315785;98.40577684989407;1000.0;25.0;1.25;338.63720467600007
647;5.549558577294684;97.28297255005828;1000.0;25.0;1.25;338.63720467600007
648;6.204460967732191;96.14676384931253;1000.0;25.0;1.25;338.63720467600007
649;5.651626816807735;94.99897120487188;1000.0;25.0;1.25;338.63720467600007
650;5.816833;91.46835809879042;1000.0;25.0;1.25;338.63720467600007
651;5.5957869294794085;90.25800175343781;1000.0;25.0;1.25;338.63720467600007
652;5.996207611881783;89.04603306148564;1000.0;25.0;1.25;338.63720467600007
653;5.977778113526573;86.5599763008858;1000.0;25.0;1.25;338.63720467600007
654;5.455300894195893;83.97200655569574;1000.0;25.0;1.25;338.63720467600007
655;5.666972922749387;82.66357847570742;1000.0;25.0;1.25;338.63720467600007
656;5.748194264277028;81.3121303262408;1000.0;25.0;1.25;338.63720467600007
657;5.88282302969697;79.95057422566745;1000.0;25.0;1.25;338.63720467600007
658;5.821591968446606;78.55624042048142;1000.0;25.0;1.25;338.63720467600007
659;5.63739456424242;77.15979787907014;1000.0;25.0;1.25;338.63720467600007
660;6.530322720571096;102.76901189747869;1000.0;25.0;1.25;361.0405141
661;5.773611585572432;101.71811446009502;1000.0;25.0;1.25;361.0405141
662;5.823670327373977;100.64604327059149;1000.0;25.0;1.25;361.0405141
663;6.428261679928738;99.51330330881326;1000.0;25.0;1.25;361.0405141
664;6.5478991576576595;98.40577684989407;1000.0;25.0;1.25;361.0405141
665;5.944867387931031;97.28297255005828;1000.0;25.0;1.25;361.0405141
666;6.687501981934731;96.14676384931253;1000.0;25.0;1.25;361.0405141
667;6.056780694021105;94.99897120487188;1000.0;25.0;1.25;361.0405141
668;6.392337610846264;91.46835809879042;1000.0;25.0;1.25;361.0405141
669;6.1346490292056135;90.25800175343781;1000.0;25.0;1.25;361.0405141
670;6.023057682304045;89.04603306148564;1000.0;25.0;1.25;361.0405141
671;5.657190924882634;86.5599763008858;1000.0;25.0;1.25;361.0405141
672;6.222735945172816;83.97200655569574;1000.0;25.0;1.25;361.0405141
673;6.237712552913193;82.66357847570742;1000.0;25.0;1.25;361.0405141
674;6.338387515439427;81.3121303262408;1000.0;25.0;1.25;361.0405141
675;6.349213883630945;79.95057422566745;1000.0;25.0;1.25;361.0405141
676;6.304632341854942;78.55624042048142;1000.0;25.0;1.25;361.0405141
677;6.151262014916458;77.15979787907014;1000.0;25.0;1.25;361.0405141
678;3.2058220833333335;102.50425703642894;1000.0;25.0;0.15;46.54908791000001
679;2.879715086835598;101.45873975258947;1000.0;25.0;0.15;46.54908791000001
680;2.8430992064536333;100.34990106676881;1000.0;25.0;0.15;46.54908791000001
681;2.9501429432826316;99.2650372714524;1000.0;25.0;0.15;46.54908791000001
682;3.1323280623827405;98.16299943990256;1000.0;25.0;0.15;46.54908791000001
683;3.099499727158951;97.00626356677896;1000.0;25.0;0.15;46.54908791000001
684;3.363413410447765;95.87647174210564;1000.0;25.0;0.15;46.54908791000001
685;2.933219645676694;94.73508517374722;1000.0;25.0;0.15;46.54908791000001
686;3.111208474030039;91.18885203890109;1000.0;25.0;0.15;46.54908791000001
687;3.157720587863464;89.98583288271504;1000.0;25.0;0.15;46.54908791000001
688;2.936855077812499;88.74810953079667;1000.0;25.0;0.15;46.54908791000001
689;2.9284960614805553;86.21611218412532;1000.0;25.0;0.15;46.54908791000001
690;3.0812007609649155;83.64835831739418;1000.0;25.0;0.15;46.54908791000001
691;3.11294272556391;82.32152228891138;1000.0;25.0;0.15;46.54908791000001
692;3.240097374685932;80.98114472111364;1000.0;25.0;0.15;46.54908791000001
693;3.1129483383116874;79.60400621468591;1000.0;25.0;0.15;46.54908791000001
694;3.381121342803028;78.22162995997476;1000.0;25.0;0.15;46.54908791000001
695;3.2200645179020095;76.78752481114282;1000.0;25.0;0.15;46.54908791000001
696;0.8743701038135603;99.52367467966357;1000.0;20.0;0.05;2.739160314000001
697;0.9299416321585906;98.44635655168784;1000.0;20.0;0.05;2.739160314000001
698;3.7379900757575744;107.05489445643184;1000.0;20.0;;126.58193280299999
699;4.15124457251082;105.11058432045922;1000.0;20.0;;126.58193280299999
700;3.9017592908163263;101.05075751866372;1000.0;20.0;;126.58193280299999
701;4.139821179303278;103.85314394250919;1000.0;20.0;;126.58193280299999
702;1.4832889138755976;107.05489445643184;1000.0;20.0;0.5;23.754901308000004
703;1.5624450521844666;105.11058432045922;1000.0;20.0;0.5;23.754901308000004
704;1.5687655551643214;101.05075751866372;1000.0;20.0;0.5;23.754901308000004
705;1.6542362933333323;103.85314394250919;1000.0;20.0;0.5;23.754901308000004
706;1.497686411691542;107.05489445643184;1000.0;20.0;0.5;25.849160060000003
707;1.546706732412061;105.11058432045922;1000.0;20.0;0.5;25.849160060000003
708;1.5406708497596175;101.05075751866372;1000.0;20.0;0.5;25.849160060000003
709;1.5461708713942304;103.85314394250919;1000.0;20.0;0.5;25.849160060000003
710;1.7001372071078438;106.69605123479018;1000.0;20.0;0.5;28.040687081000005
711;1.6614820169902926;104.76463615484059;1000.0;20.0;0.5;28.040687081000005
712;1.6699972576142146;100.67787649460959;1000.0;20.0;0.5;28.040687081000005
713;1.6269868542713564;103.45933462095039;1000.0;20.0;0.5;28.040687081000005
714;1.7911802189054735;106.69605123479018;1000.0;20.0;0.5;30.2209359938
715;1.7934569676616923;104.76463615484059;1000.0;20.0;0.5;30.2209359938
716;1.7743333908629464;100.67787649460959;1000.0;20.0;0.5;30.2209359938
717;1.7427570799999978;103.45933462095039;1000.0;20.0;0.5;30.2209359938
718;1.9331967362500009;106.69605123479018;1000.0;20.0;0.5;32.4299807657
719;1.926994430348259;104.76463615484059;1000.0;20.0;0.5;32.4299807657
720;1.9383872613636381;100.67787649460959;1000.0;20.0;0.5;32.4299807657
721;1.9175518374999987;103.45933462095039;1000.0;20.0;0.5;32.4299807657
722;1.901936905303031;106.33960562932873;1000.0;20.0;0.45;31.134627546
723;1.8748294775000007;104.36389710943958;1000.0;20.0;0.45;31.134627546
724;1.8147762828638518;100.30773724279119;1000.0;20.0;0.45;31.134627546
725;1.880183212311557;103.12415319129288;1000.0;20.0;0.45;31.134627546
726;0.8984003095854927;106.33960562932873;1000.0;20.0;0.05;3.6016616803
727;0.9002168039473669;104.36389710943958;1000.0;20.0;0.05;3.6016616803
728;0.895782289906103;100.30773724279119;1000.0;20.0;0.05;3.6016616803
729;0.9565162687165786;103.12415319129288;1000.0;20.0;0.05;3.6016616803
730;8.66127809717785;102.76901189747869;1000.0;25.0;;355.50859440359983
731;8.661636105122728;101.71811446009502;1000.0;25.0;;355.50859440359983
732;8.480659252403845;100.64604327059149;1000.0;25.0;;355.50859440359983
733;8.078267008776606;99.51330330881326;1000.0;25.0;;355.50859440359983
734;8.82656591423949;98.40577684989407;1000.0;25.0;;355.50859440359983
735;8.472003916576092;97.28297255005828;1000.0;25.0;;355.50859440359983
736;8.027097704718;96.14676384931253;1000.0;25.0;;355.50859440359983
737;8.402582401564187;94.99897120487188;1000.0;25.0;;355.50859440359983
738;8.380139393209207;89.98583288271504;1000.0;25.0;;355.50859440359983
739;8.411184162184421;88.74810953079667;1000.0;25.0;;355.50859440359983
740;8.346230714754098;86.21611218412532;1000.0;25.0;;355.50859440359983
741;8.100101459731547;83.64835831739418;1000.0;25.0;;355.50859440359983
742;8.13713705851648;82.32152228891138;1000.0;25.0;;355.50859440359983
743;8.393416438914032;80.98114472111364;1000.0;25.0;;355.50859440359983
744;7.634607312360802;79.60400621468591;1000.0;25.0;;355.50859440359983
745;7.851226059875138;78.22162995997476;1000.0;25.0;;355.50859440359983
746;7.704760598676962;76.78752481114282;1000.0;25.0;;355.50859440359983
747;8.641427963284746;102.76901189747869;1000.0;25.0;1.25;325.920152791
748;8.631843339966371;101.71811446009502;1000.0;25.0;1.25;325.920152791
749;8.454898699662541;100.64604327059149;1000.0;25.0;1.25;325.920152791
750;8.457374774604073;99.51330330881326;1000.0;25.0;1.25;325.920152791
751;8.855002780716722;98.40577684989407;1000.0;25.0;1.25;325.920152791
752;8.77700146448864;97.28297255005828;1000.0;25.0;1.25;325.920152791
753;7.734716072571433;96.14676384931253;1000.0;25.0;1.25;325.920152791
754;8.301740852759009;94.99897120487188;1000.0;25.0;1.25;325.920152791
755;8.09782506715576;89.98583288271504;1000.0;25.0;1.25;325.920152791
